cdm_manifest,cdm_manifest_path,cdm_source_file,cdm_entity_name,cdm_attribute_name,cdm_display_name,description,cdm_semantic_meanings,cdm_data_type,cdm_data_format,is_primary_key,is_foreign_key,cdm_related_manifest,cdm_related_manifest_source_file,dbt_schema_name,dbt_model_name,dbt_column_name,dbt_related_schema_name,dbt_related_model_name,dbt_related_column_name,dbt_data_type,duckdb_data_type,bigquery_data_type,pandas_data_type,dbt_labels
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel10,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level10,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel11,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level11,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel12,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level12,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel13,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level13,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel14,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level14,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel15,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level15,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel2,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level2,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel3,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level3,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel4,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level4,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel5,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level5,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel6,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level6,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel7,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level7,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel8,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level8,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyLevel9,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_level9,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionMemberName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_member_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionMemberDescription,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_member_description,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel1,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level1,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel10,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level10,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel11,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level11,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel12,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level12,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel13,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level13,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel14,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level14,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel15,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level15,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel2,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level2,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel3,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level3,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel4,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level4,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel5,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level5,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel6,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level6,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel7,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level7,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel8,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level8,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionHierarchyLevel9,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_hierarchy_level9,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionMemberName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_member_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostObjectDimensionMemberDescription,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_object_dimension_member_description,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CalendarId,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,calendar_id,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,Month,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,month,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,PeriodName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,period_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,PeriodOffset,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,period_offset,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,Quarter,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,quarter,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,QuarterOffset,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,quarter_offset,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,YearOffset,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,year_offset,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,YearName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,year_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CostElementDimensionHierarchyName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,cost_element_dimension_hierarchy_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,VersionIdentificationName,Version,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,version_identification_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,SourceVersionIdentificationName,Source version,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,source_version_identification_name,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity.1.0.1.cdm.json/CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,CAMAggregatedCostEntryWithDefaultCostObjectHierarchyEntity,VersionType,Version type,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_aggregated_cost_entry_with_default_cost_object_hierarchy_entity,version_type,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMImportedGeneralLedgerEntryEntity.1.0.1.cdm.json/CAMImportedGeneralLedgerEntryEntity,CAMImportedGeneralLedgerEntryEntity,Amount,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_imported_general_ledger_entry_entity,amount,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMImportedGeneralLedgerEntryEntity.1.0.1.cdm.json/CAMImportedGeneralLedgerEntryEntity,CAMImportedGeneralLedgerEntryEntity,AccountingDate,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_imported_general_ledger_entry_entity,accounting_date,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMImportedGeneralLedgerEntryEntity.1.0.1.cdm.json/CAMImportedGeneralLedgerEntryEntity,CAMImportedGeneralLedgerEntryEntity,DimensionMemberNames,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_imported_general_ledger_entry_entity,dimension_member_names,,,,STRING,VARCHAR,STRING,object,
CostAccounting,local:/core/operationsCommon/Entities/SupplyChain/CostAccounting/CostAccounting.1.0.1.manifest.cdm.json,CAMImportedGeneralLedgerEntryEntity.1.0.1.cdm.json/CAMImportedGeneralLedgerEntryEntity,CAMImportedGeneralLedgerEntryEntity,MainAccountName,,,,string,CdmDataFormat.STRING,False,False,,,cost_accounting,cam_imported_general_ledger_entry_entity,main_account_name,,,,STRING,VARCHAR,STRING,object,
